"id";"fci";"hund";"wamiz";"woopets";"chien";"hund_identifiant";"hund_id";"hund_name";"hund_weight";"hund_height";"hund_age";"woopets_identifiant";"woopets_nom";"woopets_type_de_poils";"woopets_pays";"woopets_gabarit";"woopets_forme_tete";"woopets_poids_fem";"woopets_taille_fem";"woopets_poids_mal";"woopets_taille_mal";"woopets_caractere";"woopets_comportementautres";"woopets_education";"woopets_conditionsvie";"woopets_sante";"woopets_entretien";"woopets_activite";"woopets_affectueux";"woopets_calme";"woopets_protecteur";"woopets_independant";"woopets_chasseur";"woopets_aboie_hurle";"woopets_cohabitation_avec_les_enfants";"woopets_sociable_avec_les_autres_animaux";"woopets_aime_les_etrangers";"woopets_intelligent";"woopets_obeissant";"woopets_adapte_a_la_vie_en_appartement";"woopets_bien_pour_les_nouveaux_maitres";"woopets_aime_le_chaud";"woopets_aime_le_froid";"woopets_solide";"woopets_facilite_a_prendre_du_poids";"woopets_facilite_d_entretien";"woopets_cout_de_l_entretien";"woopets_perte_de_poils";"woopets_niveau_de_bave";"woopets_facilite_a_toiletter";"woopets_sportif";"woopets_niveau_d_energie";"woopets_potentiel_a_jouer";"woopets_caractere_du_maitre";"wamiz_identifiant";"wamiz_id";"wamiz_nom";"wamiz_affectueux";"wamiz_facile_d_entretien";"wamiz_joueur";"wamiz_facile_a_eduquer";"wamiz_calme";"wamiz_gentil_avec_enfant";"wamiz_intelligent";"wamiz_entente_avec_animaux";"wamiz_docile";"wamiz_appartement";"wamiz_propre";"wamiz_premier_chien";"wamiz_robuste_sante";"wamiz_voyage";"wamiz_supporte_solitude";"wamiz_apte_a_la_garde";"wamiz_besoin_d_exercice";"wamiz_originalite";"wamiz_fugueur";"wamiz_budget";"chien_identifiant";"chien_id";"chien_photo";"chien_nom";"chien_standard";"chien_groupe";"chien_pays";"chien_affectueux";"chien_aime_les_enfants";"chien_calme";"chien_facile_a_eduquer";"chien_joueur";"chien_peut_rester_seul";"chien_protecteur";"chien_s_entend_avec_d_autres_animaux";"chien_sociable";"chien_a_peu_besoin_d_exercice";"chien_aboie_peu";"chien_bave_peu";"chien_mange_peu";"chien_necessite_peu_d_entretien";"chien_perd_peu_ses_poils";"chien_peu_couteux_a_toiletter";"chien_peu_enclin_a_l_obesite";"chien_sante_robuste";"chien_esperance_de_vie";"chien_poids_de_la_femelle";"chien_poids_du_male";"chien_taille_de_la_femelle";"chien_taille_du_male";"chien_avec_des_enfants";"chien_comme_premier_chien";"chien_en_appartement";"chien_pour_personne_peu_disponible";"chien_pour_personne_agee";"chien_pour_petit_budget";"chien_poids_min_femelle";"chien_poids_min_male";"chien_poids_max_femelle";"chien_poids_max_male";"chien_taille_min_femelle";"chien_taille_max_femelle";"chien_taille_min_male";"chien_taille_max_male";"chien_age";"chien_fci";"fci_identifiant";"fci_id";"fci_name_en";"fci_name_fr";"fci_name_de";"fci_name_es";"fci_date_en";"fci_date_fr";"fci_date_de";"fci_date_es";"fci_date_acceptance";"fci_groupe";"fci_section";"fci_provisional";"fci_status";"fci_country";"fci_url";"fci_image";"fci_pdf"
"197";"146";"146";"267";"181";"197";"137";"146";"rhodesian ridgeback";"36";"66";"11";"181";"Rhodesian-Ridgeback";"Court";"Afrique du Sud";"Grand";"Longue";"De 29 kg à 35 kg";"De 61 cm à 65 cm";"De 33 kg à 40 kg";"De 64 cm à 69 cm";"3";"2.5";"3";"2";"4";"2.5";"3";"3";"3";"4";"2";"0";"0";"3";"2";"0";"4";"2";"2";"0";"0";"0";"3";"5";"3";"2";"0";"0";"0";"3";"0";"0";"Calme";"270";"267";"Rhodesian Ridgeback";"3";"4";"2";"1";"3";"4";"4";"2";"1";"1";"3";"1";"4";"1";"3";"4";"4";"4";"3";"2";"404";"197";"rhodesian-ridgeback-197";"Rhodesian Ridgeback";"Standard FCI N°146";"Chien courant, Chien de recherche au sang et races apparentées";"Zimbabwe";"5";"5";"3";"2";"5";"2";"4";"2";"3";"2";"5";"5";"4";"3";"3";"4";"3";"4";"13 ans";"De 32 à 32 kilos";"De 36 à 36 kilos";"De 61 à 66 cm";"De 63 à 69 cm";"4";"3";"2.5";"3";"3";"4";"32";"36";"32";"36";"61";"66";"63";"69";"13";"146";"138";"146";"rhodesian ridgeback";"chien de rhodesie a crete dorsale";"rhodesian ridgeback";"perro crestado rodesiano";"10/12/1996";"02/04/1997";"07/08/1998";"06/01/1997";"0";"Groupe 6";"Section 6-3";"21/02/1955";"Reconnue à titre définitif";"rep.sud-africaine";"http://www.fci.be/fr/nomenclature/CHIEN-DE-RHODESIE-A-CRETE-DORSALE-146.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/146g06-en.pdf"
"43";"147";"147";"268";"182";"43";"138";"147";"rottweiler";"50";"64.5";"9";"182";"Rottweiler";"Court";"Allemagne";"Géant";"Carrée";"De 42 kg à 50 kg";"De 56 cm à 63 cm";"De 45 kg à 54 kg";"De 61 cm à 68 cm";"4.5";"3.5";"3";"2.5";"2";"3.5";"4.5";"5";"5";"5";"3";"4";"4";"4";"2";"4";"5";"1";"3";"1";"3";"2";"4";"0";"1";"4";"4";"4";"4";"4";"4";"5";"Calme";"271";"268";"Rottweiler";"3";"1";"3";"1";"4";"4";"3";"2";"1";"2";"3";"1";"4";"1";"2";"4";"4";"1";"1";"2";"405";"43";"rottweiler-43";"Rottweiler";"Standard FCI N°147";"Chien de type Pinscher ou Schnauzer - Molossoïde - Chien de montagne et de bouvier suisse";"Allemagne";"4";"4";"5";"3";"5";"3";"5";"2";"1";"3";"2";"2";"2";"4";"3";"5";"1";"4";"12 ans";"De 42 à 50 kilos";"De 45 à 54 kilos";"De 56 à 63 cm";"De 61 à 68 cm";"3.5";"3";"2.5";"3.5";"3.5";"3";"42";"45";"50";"54";"56";"63";"61";"68";"12";"147";"139";"147";"rottweiler";"rottweiler";"rottweiler";"rottweiler";"24/07/2018";"24/07/2018";"24/07/2018";"07/08/2019";"0";"Groupe 2";"Section 2-3";"01/01/1955";"Reconnue à titre définitif";"allemagne";"http://www.fci.be/fr/nomenclature/ROTTWEILER-147.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/147g02-en.pdf"
"16";"148";"148";"302";"198";"16";"139";"148";"teckel";"9";"31.5";"15";"198";"Teckel";"Dur, Long, Ras";"Allemagne";"Petit";"Longue";"De 3 kg à 9 kg";"De 11 cm à 25 cm";"De 3 kg à 9 kg";"De 11 cm à 25 cm";"3.5";"2";"2.5";"2.5";"1.5";"2.5";"3.5";"2";"3";"1";"3";"5";"5";"3";"2";"1";"3";"2";"3";"4";"3";"1";"3";"0";"3";"2";"3";"1";"3";"3";"3";"4";"Calme";"306";"302";"Teckel";"2";"3";"4";"3";"3";"3";"4";"2";"2";"4";"3";"3";"3";"3";"3";"3";"2";"1";"3";"2";"445";"16";"teckel-dachshund-16";"Teckel";"Standard FCI N°148";"Teckel";"Allemagne";"3";"3";"3";"3";"4";"2";"2";"3";"3";"3";"1";"5";"5";"4";"3";"3";"1";"3";"De 12 à 15 ans";"De 8 à 8 kilos";"De 7 à 9 kilos";"De 14 à 23 cm";"De 15 à 25 cm";"3.5";"3.5";"2";"3";"3";"3";"8";"7";"8";"9";"14";"23";"15";"25";"13.5";"148";"140";"148";"dachshund";"teckel";"dachshund";"teckel";"07/11/2019";"19/12/2019";"29/11/2019";"-";"0";"Groupe 4";"Section 4-1";"01/01/1955";"Reconnue à titre définitif";"allemagne";"http://www.fci.be/fr/nomenclature/TECKEL-148.html";"http://www.fci.be/Nomenclature/Illustrations/148g04-1.jpg";"http://www.fci.be/Nomenclature/Standards/148g04-en.pdf"
"142";"149";"149";"86";"90";"142";"140";"149";"bulldog";"25";"32.5";"8";"90";"Bulldog Anglais";"Court";"Grande-Bretagne";"Moyen";"Ronde";"De 18 kg à 23 kg";"De 30 cm à 37 cm";"De 20 kg à 25 kg";"De 30 cm à 37 cm";"3.5";"3.5";"2.5";"2.5";"1";"3.5";"2.5";"4";"4";"3";"5";"2";"4";"4";"3";"3";"3";"2";"4";"4";"1";"1";"2";"0";"3";"3";"3";"5";"3";"1";"2";"4";"Calme";"90";"86";"Bulldog";"4";"3";"3";"2";"4";"4";"3";"2";"2";"4";"2";"4";"1";"1";"1";"4";"1";"2";"1";"3";"102";"142";"bouledogue-bulldog-anglais-142";"Bouledogue Anglais";"Standard FCI N°149";"Chien de type Pinscher ou Schnauzer - Molossoïde - Chien de montagne et de bouvier suisse";"Royaume-Uni";"5";"4";"5";"2";"4";"4";"4";"4";"5";"5";"4";"1";"3";"2";"4";"4";"1";"2";"10 ans";"De 18 à 23 kilos";"De 23 à 25 kilos";"De 31 à 40 cm";"De 31 à 40 cm";"3.5";"3";"3.5";"4";"3.5";"2.5";"18";"23";"23";"25";"31";"40";"31";"40";"10";"149";"141";"149";"bulldog";"bulldog";"bulldog";"bulldog";"10/01/2011";"27/03/2013";"23/03/2011";"10/01/2011";"0";"Groupe 2";"Section 2-3";"14/03/1955";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/BULLDOG-149.html";"http://www.fci.be/Nomenclature/Illustrations/149g02.jpg";"http://www.fci.be/Nomenclature/Standards/149g02-en.pdf"
"264";"150";"150";NULL;NULL;"264";"141";"150";"chien courant serbe";"21";"51";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"170";"264";"chien-courant-serbe-264";"Chien Courant Serbe";"Standard FCI N°150";"Chien courant, Chien de recherche au sang et races apparentées";"Serbie";"4";"4";"1";"4";"3";"3";"5";"3";"2";"1";"1";"3";"4";"5";"2";"4";"3";"4";"13 ans";"De 19 à 20 kilos";"De 19 à 20 kilos";"De 44 à 54 cm";"De 46 à 56 cm";"3.5";"4";"1";"2.5";"2.5";"4";"19";"19";"20";"20";"44";"54";"46";"56";"13";"150";"142";"150";"serbian hound";"chien courant serbe";"serbischer laufhund";"sabueso serbio";"05/05/2003";"05/05/2003";"05/05/2003";"21/01/2004";"0";"Groupe 6";"Section 6-1";"30/03/1955";"Reconnue à titre définitif";"serbie";"http://www.fci.be/fr/nomenclature/CHIEN-COURANT-SERBE-150.html";"http://www.fci.be/Nomenclature/Illustrations/150g06.jpg";"http://www.fci.be/Nomenclature/Standards/150g06-en.pdf"
"433";"151";"151";NULL;NULL;"433";"142";"151";"chien courant d'istrie à poil ras";"18";"50";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"155";"433";"chien-courant-d-istrie-a-poil-ras-433";"Chien Courant d'Istrie à Poil Ras";"Standard FCI N°151";"Chien courant, Chien de recherche au sang et races apparentées";"Croatie";"2";"2";"4";"4";"3";"4";"2";"2";"2";"2";"1";"3";"4";"5";"4";"4";"4";"5";"nan";"De 20 à 25 kilos";"De 20 à 25 kilos";"De 44 à 58 cm";"De 44 à 58 cm";"3";"4";"2";"3.5";"3.5";"4.5";"20";"20";"25";"25";"44";"58";"44";"58";"0";"151";"143";"151";"istrian short-haired hound";"chien courant d'istrie a poil ras";"kurzhaarige istrianer bracke";"sabueso de istria de pelo corto";"29/05/2015";"16/02/2018";"10/08/2016";"14/06/2018";"0";"Groupe 6";"Section 6-1";"02/04/1955";"Reconnue à titre définitif";"croatie";"http://www.fci.be/fr/nomenclature/CHIEN-COURANT-D-ISTRIE-A-POIL-RAS-151.html";"http://www.fci.be/Nomenclature/Illustrations/151g06.jpg";"http://www.fci.be/Nomenclature/Standards/151g06-en.pdf"
"248";"152";"152";NULL;NULL;"248";"143";"152";"chien courant d'istrie à poil dur";"20";"52";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"154";"248";"chien-courant-d-istrie-a-poil-dur-248";"Chien Courant d'Istrie à Poil Dur";"Standard FCI N°152";"Chien courant, Chien de recherche au sang et races apparentées";"Croatie";"2";"2";"4";"4";"3";"4";"2";"2";"2";"2";"1";"3";"4";"5";"3";"3";"2";"5";"De 12 à 15 ans";"De 16 à 24 kilos";"De 18 à 26 kilos";"De 45 à 55 cm";"De 47 à 57 cm";"3";"4";"2";"3.5";"3";"3.5";"16";"18";"24";"26";"45";"55";"47";"57";"13.5";"152";"144";"152";"istrian wire-haired hound";"chien courant d'istrie a poil dur";"rauhhaarige istrianer bracke";"sabueso de istria de pelo duro";"29/05/2015";"15/07/2019";"19/01/2018";"05/07/2019";"0";"Groupe 6";"Section 6-1";"06/04/1955";"Reconnue à titre définitif";"croatie";"http://www.fci.be/fr/nomenclature/CHIEN-COURANT-D-ISTRIE-A-POIL-DUR-152.html";"http://www.fci.be/Nomenclature/Illustrations/152g06.jpg";"http://www.fci.be/Nomenclature/Standards/152g06-en.pdf"
"32";"153";"153";"156";"123";"32";"144";"153";"dalmatien";"23.5";"59";"11";"123";"Dalmatien";"Court";"Croatie";"Moyen";"Triangulaire";"De 24 kg à 29 kg";"De 54 cm à 59 cm";"De 27 kg à 32 kg";"De 56 cm à 61 cm";"2.5";"2.5";"2.5";"3";"2";"2.5";"4.5";"3";"3";"3";"4";"2";"2";"3";"2";"3";"4";"1";"2";"3";"4";"3";"3";"1";"2";"2";"5";"1";"4";"4";"5";"4";"Calme";"160";"156";"Dalmatien";"4";"3";"4";"1";"3";"4";"4";"2";"2";"1";"4";"1";"4";"3";"1";"3";"4";"3";"2";"3";"231";"32";"dalmatien-32";"Dalmatien";"Standard FCI N°153";"Chien courant, Chien de recherche au sang et races apparentées";"Croatie";"5";"5";"4";"3";"4";"2";"3";"4";"4";"1";"3";"5";"3";"3";"2";"4";"2";"4";"De 13 à 14 ans";"De 24 à 29 kilos";"De 27 à 32 kilos";"De 54 à 59 cm";"De 56 à 61 cm";"4";"3.5";"2";"2.5";"3";"3.5";"24";"27";"29";"32";"54";"59";"56";"61";"13.5";"153";"145";"153";"dalmatian";"dalmatien";"dalmatiner";"dálmata";"30/05/2011";"17/11/2011";"30/05/2011";"17/11/2011";"0";"Groupe 6";"Section 6-3";"01/01/1955";"Reconnue à titre définitif";"croatie";"http://www.fci.be/fr/nomenclature/DALMATIEN-153.html";"http://www.fci.be/Nomenclature/Illustrations/153g06.jpg";"http://www.fci.be/Nomenclature/Standards/153g06-en.pdf"
"252";"154";"154";NULL;NULL;"252";"145";"154";"chien courant de la vallée de la save";"22.5";"50";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"157";"252";"chien-courant-de-posavatz-252";"Chien Courant de Posavatz";"Standard FCI N°154";"Chien courant, Chien de recherche au sang et races apparentées";"Croatie";"2";"4";"5";"4";"5";"4";"4";"4";"4";"1";"1";"5";"4";"5";"4";"5";"5";"4";"12 ans";"De 24 à 25 kilos";"De 24 à 25 kilos";"De 46 à 48 cm";"De 46 à 50 cm";"4";"4.5";"2";"3.5";"3";"4.5";"24";"24";"25";"25";"46";"48";"46";"50";"12";"154";"146";"154";"posavatz hound";"chien courant de la vallee de la save";"savetalbracke - posavatz-bracke";"sabueso del valle de save";"29/05/2015";"16/10/2018";"03/11/2016";"09/07/2019";"0";"Groupe 6";"Section 6-1";"08/04/1955";"Reconnue à titre définitif";"croatie";"http://www.fci.be/fr/nomenclature/CHIEN-COURANT-DE-LA-VALLEE-DE-LA-SAVE-154.html";"http://www.fci.be/Nomenclature/Illustrations/154g06.jpg";"http://www.fci.be/Nomenclature/Standards/154g06-en.pdf"
"250";"155";"155";NULL;NULL;"250";"146";"155";"chien courant de bosnie à poil raide dit barak";"20";"51";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"29";"250";"barak-chien-courant-de-bosnie-250";"Chien Courant de Bosnie à Poil Raide";"Standard FCI N°155";"Chien courant, Chien de recherche au sang et races apparentées";"Bosnie-Herzégovine";"5";"4";"4";"4";"5";"2";"4";"3";"4";"1";"2";"5";"3";"4";"2";"2";"3";"5";"12 ans";"De 20 à 24 kilos";"De 20 à 25 kilos";"De 46 à 56 cm";"De 46 à 56 cm";"4";"4.5";"2";"2.5";"3";"3.5";"20";"20";"24";"25";"46";"56";"46";"56";"12";"155";"147";"155";"bosnian broken-haired hound - called barak";"chien courant de bosnie a poil raide - dit barak";"stichelhaariger bosnischer laufhund- genannt barak";"sabueso bosnio de pelo cerdoso - llamado barak";"01/04/1996";"01/04/1996";"24/10/1996";"12/05/1997";"0";"Groupe 6";"Section 6-1";"09/04/1955";"Reconnue à titre définitif";"bosnie-herzegovine";"http://www.fci.be/fr/nomenclature/CHIEN-COURANT-DE-BOSNIE-A-POIL-RAIDE-DIT-BARAK-155.html";"http://www.fci.be/Nomenclature/Illustrations/155g06.jpg";"http://www.fci.be/Nomenclature/Standards/155g06-en.pdf"
"476";"156";"156";NULL;NULL;"476";"147";"156";"colley";"24";"58.5";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"226";"476";"colley-poil-long-rough-collie-476";"Colley à Poil Long";"Standard FCI N°156";"Chien de berger et de bouvier";"Royaume-Uni";"4";"5";"3";"5";"4";"2";"3";"5";"4";"2";"2";"5";"3";"2";"3";"2";"3";"3";"nan";"De 17 à 25 kilos";"De 20 à 29 kilos";"De 51 à 56 cm";"De 56 à 61 cm";"4";"3.5";"2";"2";"2.5";"3";"17";"20";"25";"29";"51";"56";"56";"61";"0";"156";"148";"156";"collie rough";"collie a poil long";"langhaariger schottischer schaferhund";"collie de pelo largo";"22/11/2012";"22/11/2012";"14/08/2013";"22/11/2012";"0";"Groupe 1";"Section 1-1";"13/04/1955";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/COLLIE-A-POIL-LONG-156.html";"http://www.fci.be/Nomenclature/Illustrations/156g01.jpg";"http://www.fci.be/Nomenclature/Standards/156g01-en.pdf"
"143";"157";"157";"87";"91";"143";"148";"157";"bullmastiff";"54.5";"65.5";"9";"91";"Bullmastiff";"Court";"Grande-Bretagne";"Géant";"Carrée";"De 41 kg à 50 kg";"De 60 cm à 66 cm";"De 50 kg à 59 kg";"De 63 cm à 68 cm";"3.5";"3";"3";"2";"1.5";"3";"3.5";"4";"4";"4";"2";"3";"4";"4";"2";"3";"4";"2";"2";"1";"2";"3";"3";"0";"2";"3";"1";"5";"4";"3";"2";"5";"Calme";"91";"87";"Bullmastiff";"3";"1";"3";"1";"1";"4";"3";"2";"2";"2";"2";"1";"2";"1";"1";"4";"3";"2";"1";"3";"140";"143";"bullmastiff-143";"Bullmastiff";"Standard FCI N°157";"Chien de type Pinscher ou Schnauzer - Molossoïde - Chien de montagne et de bouvier suisse";"Royaume-Uni";"4";"4";"2";"4";"4";"3";"5";"4";"2";"3";"2";"1";"1";"4";"4";"4";"1";"2";"De 11 à 12 ans";"De 41 à 50 kilos";"De 50 à 59 kilos";"De 61 à 66 cm";"De 63 à 68 cm";"3.5";"3";"2";"3";"2.5";"2";"41";"50";"50";"59";"61";"66";"63";"68";"11.5";"157";"149";"157";"bullmastiff";"bullmastiff";"bullmastiff";"bullmastiff";"19/01/2011";"10/02/2017";"16/02/2011";"19/01/2011";"0";"Groupe 2";"Section 2-3";"23/04/1955";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/BULLMASTIFF-157.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/157g02-en.pdf"
"330";"158";"158";NULL;NULL;"330";"149";"158";"greyhound";"30.5";"73.5";"10";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"293";"330";"greyhound-levrier-anglais-330";"Greyhound";"Standard FCI N°158";"Lévrier";"Royaume-Uni";"4";"5";"4";"4";"4";"3";"3";"2";"5";"1";"4";"1";"2";"5";"3";"5";"1";"3";"De 10 à 13 ans";"De 28 à 32 kilos";"De 30 à 35 kilos";"De 61 à 74 cm";"De 63 à 76 cm";"4.5";"4.5";"2.5";"3.5";"3";"3";"28";"30";"32";"35";"61";"74";"63";"76";"11.5";"158";"150";"158";"greyhound";"levrier anglais";"greyhound";"greyhound";"27/01/2011";"18/05/2011";"23/03/2011";"27/01/2011";"0";"Groupe 10";"Section 10-3";"23/04/1955";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/LEVRIER-ANGLAIS-158.html";"http://www.fci.be/Nomenclature/Illustrations/158g10.jpg";"http://www.fci.be/Nomenclature/Standards/158g10-en.pdf"
"326";"159";"159";NULL;NULL;"326";"150";"159";"foxhound anglais";"30";"61";"11";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"275";"326";"foxhound-anglais-326";"Foxhound Anglais";"Standard FCI N°159";"Chien courant, Chien de recherche au sang et races apparentées";"Royaume-Uni";"4";"4";"2";"4";"4";"2";"1";"4";"3";"1";"2";"5";"3";"3";"3";"5";"4";"4";"De 10 à 11 ans";"De 25 à 32 kilos";"De 28 à 34 kilos";"De 58 à 62 cm";"De 60 à 64 cm";"3.5";"3.5";"1.5";"2";"2.5";"4";"25";"28";"32";"34";"58";"62";"60";"64";"10.5";"159";"151";"159";"english foxhound";"english foxhound";"english foxhound";"foxhound inglés";"03/06/2009";"01/07/2009";"05/09/2013";"27/07/2009";"0";"Groupe 6";"Section 6-1";"25/04/1955";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/ENGLISH-FOXHOUND-159.html";"http://www.fci.be/Nomenclature/Illustrations/159g06.jpg";"http://www.fci.be/Nomenclature/Standards/159g06-en.pdf"
"64";"160";"160";NULL;NULL;"64";"151";"160";"wolfhound";"54";"82.5";"8";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"312";"64";"irish-wolfhound-levrier-irlandais-64";"Irish Wolfhound";"Unknown";"Lévrier";"Irlande";"5";"4";"2";"3";"4";"3";"2";"4";"4";"2";"5";"5";"1";"3";"3";"3";"3";"1";"De 6 à 8 ans";"De 50 à 70 kilos";"De 55 à 85 kilos";"De 71 à 81 cm";"De 81 à 94 cm";"4";"3";"2.5";"3";"2.5";"2";"50";"55";"70";"85";"71";"81";"81";"94";"7";"0";"152";"160";"irish wolfhound";"levrier irlandais";"irischer wolfshund";"lebrel irlandés";"02/04/2001";"13/10/2002";"30/08/2002";"14/06/2002";"0";"Groupe 10";"Section 10-2";"26/04/1955";"Reconnue à titre définitif";"irlande";"http://www.fci.be/fr/nomenclature/LEVRIER-IRLANDAIS-160.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/160g10-en.pdf"
